Parameter,Value,Score
Manning_n_10,1.1039919490033727,0.2891333627488506
Manning_n_30,0.3798820068355399,0.2891333627488506
Manning_n_40,10.0,0.2891333627488506
Manning_n_50,0.0001,0.2891333627488506
Manning_n_60,0.0001,0.2891333627488506
Manning_n_80,0.0001,0.2891333627488506
