Parameter,Value,Score
Manning_n_10,0.4162370933336739,0.3136060364818516
Manning_n_30,0.2011340879752703,0.3136060364818516
Manning_n_40,1.3309493090055395,0.3136060364818516
Manning_n_50,0.005804450988432329,0.3136060364818516
Manning_n_60,0.0001,0.3136060364818516
Manning_n_80,0.18178662486929145,0.3136060364818516
