Parameter,Value,Score
Manning_n_10,0.7242458501702491,0.30206292304851146
Manning_n_30,0.4581376289211316,0.30206292304851146
Manning_n_40,0.010401791717628353,0.30206292304851146
Manning_n_50,0.0013247129610980738,0.30206292304851146
Manning_n_60,0.0001,0.30206292304851146
Manning_n_80,0.029946483657033302,0.30206292304851146
