proportion_correct,bias,recall,precision,kappa,f1,csi,far,site,stage,dem_type,strategy
0.9846,2.881,0.2144,0.0744,0.1045,0.1105,0.0585,0.9256,fort_street_omaha_nb,18,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.98,3.108,0.3215,0.1034,0.1491,0.1565,0.0849,0.8966,fort_street_omaha_nb,22,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.9823,2.9795,0.2575,0.0864,0.1227,0.1294,0.0692,0.9136,fort_street_omaha_nb,20,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.9744,1.2869,0.5454,0.4238,0.4641,0.477,0.3132,0.5762,fort_street_omaha_nb,27,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8342,1.283,0.5772,0.4498,0.4078,0.5056,0.3383,0.5502,kansas_city_63rd_street,45,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8798,0.8989,0.7183,0.7991,0.677,0.7565,0.6084,0.2009,kansas_city_63rd_street,54,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.9021,0.8326,0.7586,0.9111,0.7603,0.8279,0.7063,0.0889,kansas_city_63rd_street,57,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8699,0.9208,0.6977,0.7577,0.6413,0.7265,0.5704,0.2423,kansas_city_63rd_street,53,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.839,1.2843,0.5751,0.4478,0.4092,0.5035,0.3365,0.5522,kansas_city_63rd_street,44,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8573,0.9574,0.6688,0.6986,0.5913,0.6834,0.519,0.3014,kansas_city_63rd_street,52,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8423,1.2814,0.5592,0.4364,0.3986,0.4902,0.3247,0.5636,kansas_city_63rd_street,43,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8272,1.252,0.5839,0.4663,0.4149,0.5185,0.35,0.5337,kansas_city_63rd_street,47,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8271,1.2326,0.5933,0.4813,0.4269,0.5315,0.3619,0.5187,kansas_city_63rd_street,48,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8256,1.2276,0.6061,0.4938,0.4378,0.5442,0.3738,0.5062,kansas_city_63rd_street,49,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8869,0.8695,0.7292,0.8386,0.7045,0.7801,0.6395,0.1614,kansas_city_63rd_street,55,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.9137,0.8469,0.7908,0.9337,0.7952,0.8564,0.7488,0.0663,kansas_city_63rd_street,59,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8435,1.0504,0.6448,0.6138,0.5298,0.6289,0.4587,0.3862,kansas_city_63rd_street,51,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8449,1.2863,0.5502,0.4278,0.3918,0.4813,0.317,0.5722,kansas_city_63rd_street,42,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.91,0.8339,0.7761,0.9307,0.7835,0.8464,0.7337,0.0693,kansas_city_63rd_street,58,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8265,1.1896,0.6118,0.5143,0.4519,0.5588,0.3878,0.4857,kansas_city_63rd_street,50,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8957,0.8552,0.7498,0.8768,0.7373,0.8084,0.6784,0.1232,kansas_city_63rd_street,56,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.829,1.2767,0.578,0.4528,0.4062,0.5078,0.3403,0.5472,kansas_city_63rd_street,46,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.8461,1.2872,0.5314,0.4128,0.3764,0.4647,0.3026,0.5872,kansas_city_63rd_street,41,all,"lr_0:1.86,1:1.16,2:3.1,5:0.74, bias:-3.12"
0.7283,1.5764,0.7454,0.4728,0.3926,0.5786,0.4071,0.5272,kansas_city_co_ave,59,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8273,1.5369,0.7685,0.5,0.5015,0.6058,0.4345,0.5,kansas_city_co_ave,49,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8152,0.8642,0.8175,0.946,0.5127,0.8771,0.7811,0.054,kansas_city_co_ave,72,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7839,1.5312,0.7358,0.4805,0.4442,0.5814,0.4098,0.5195,kansas_city_co_ave,53,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8007,1.5573,0.7461,0.4791,0.4606,0.5835,0.412,0.5209,kansas_city_co_ave,51,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7016,1.2214,0.7121,0.583,0.3901,0.6411,0.4718,0.417,kansas_city_co_ave,64,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7039,1.0032,0.7289,0.7266,0.4033,0.7278,0.572,0.2734,kansas_city_co_ave,67,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7607,1.5741,0.7305,0.464,0.4133,0.5675,0.3962,0.536,kansas_city_co_ave,55,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.697,1.198,0.7211,0.6019,0.3892,0.6561,0.4883,0.3981,kansas_city_co_ave,65,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7254,1.5032,0.7463,0.4965,0.4007,0.5963,0.4248,0.5035,kansas_city_co_ave,61,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7155,1.1282,0.7461,0.6613,0.4316,0.7012,0.5398,0.3387,kansas_city_co_ave,66,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8071,1.5538,0.75,0.4827,0.4691,0.5874,0.4158,0.5173,kansas_city_co_ave,50,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8453,1.5803,0.8029,0.5081,0.5312,0.6223,0.4517,0.4919,kansas_city_co_ave,48,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.737,1.6064,0.7482,0.4658,0.3984,0.5741,0.4026,0.5342,kansas_city_co_ave,58,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7694,1.577,0.7311,0.4636,0.4208,0.5674,0.3961,0.5364,kansas_city_co_ave,54,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7659,0.8253,0.7605,0.9215,0.4522,0.8333,0.7143,0.0785,kansas_city_co_ave,70,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7399,0.8511,0.7429,0.8728,0.4283,0.8026,0.6703,0.1272,kansas_city_co_ave,69,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7005,0.9096,0.7187,0.7902,0.375,0.7527,0.6035,0.2098,kansas_city_co_ave,68,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7972,0.8535,0.7985,0.9356,0.4908,0.8617,0.7569,0.0644,kansas_city_co_ave,71,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7578,1.5979,0.746,0.4669,0.4174,0.5743,0.4029,0.5331,kansas_city_co_ave,56,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7086,1.3065,0.7226,0.5531,0.3945,0.6266,0.4562,0.4469,kansas_city_co_ave,63,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7242,1.4353,0.751,0.5232,0.4119,0.6167,0.4459,0.4768,kansas_city_co_ave,62,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.741,1.6314,0.7397,0.4534,0.393,0.5622,0.391,0.5466,kansas_city_co_ave,57,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7323,1.5354,0.7566,0.4928,0.4096,0.5969,0.4254,0.5072,kansas_city_co_ave,60,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7914,1.5294,0.7353,0.4808,0.4505,0.5814,0.4098,0.5192,kansas_city_co_ave,52,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8468,1.2513,0.7742,0.6187,0.5879,0.6878,0.5241,0.3813,kansas_city_blueridge,37,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9065,0.9922,0.8789,0.8857,0.8047,0.8823,0.7893,0.1143,kansas_city_blueridge,49,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9088,0.985,0.8848,0.8983,0.8129,0.8915,0.8042,0.1017,kansas_city_blueridge,53,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9074,0.9824,0.8791,0.8949,0.8086,0.8869,0.7968,0.1051,kansas_city_blueridge,51,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8866,1.0178,0.8279,0.8135,0.7377,0.8206,0.6958,0.1865,kansas_city_blueridge,42,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8221,1.5011,0.729,0.4857,0.4756,0.583,0.4114,0.5143,kansas_city_blueridge,35,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8336,1.3525,0.7504,0.5548,0.5331,0.638,0.4684,0.4452,kansas_city_blueridge,36,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8935,0.9953,0.8494,0.8534,0.7684,0.8514,0.7412,0.1466,kansas_city_blueridge,46,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8923,1.0022,0.8468,0.8449,0.763,0.8458,0.7328,0.1551,kansas_city_blueridge,45,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8777,1.0475,0.8088,0.7721,0.7038,0.79,0.6529,0.2279,kansas_city_blueridge,40,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.907,0.9914,0.8807,0.8884,0.8067,0.8845,0.793,0.1116,kansas_city_blueridge,50,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7927,3.7723,0.6507,0.1725,0.1969,0.2727,0.1579,0.8275,kansas_city_blueridge,31,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9028,0.9936,0.8718,0.8774,0.7952,0.8746,0.7771,0.1226,kansas_city_blueridge,48,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8766,1.0604,0.8038,0.758,0.6945,0.7802,0.6397,0.242,kansas_city_blueridge,39,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8895,1.0137,0.8377,0.8264,0.7497,0.832,0.7124,0.1736,kansas_city_blueridge,43,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9063,0.9561,0.8708,0.9108,0.8087,0.8903,0.8023,0.0892,kansas_city_blueridge,54,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8913,1.0091,0.844,0.8364,0.7579,0.8402,0.7244,0.1636,kansas_city_blueridge,44,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7949,2.6632,0.6675,0.2507,0.2711,0.3645,0.2228,0.7493,kansas_city_blueridge,32,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7978,5.1199,0.6458,0.1261,0.1516,0.211,0.118,0.8739,kansas_city_blueridge,30,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7987,2.0251,0.6744,0.333,0.3397,0.4459,0.2869,0.667,kansas_city_blueridge,33,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8062,1.7226,0.695,0.4035,0.4001,0.5105,0.3428,0.5965,kansas_city_blueridge,34,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8078,6.1346,0.6821,0.1112,0.1421,0.1912,0.1057,0.8888,kansas_city_blueridge,29,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8617,1.1662,0.7944,0.6812,0.6409,0.7335,0.5792,0.3188,kansas_city_blueridge,38,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8982,0.9874,0.8573,0.8683,0.7819,0.8628,0.7587,0.1317,kansas_city_blueridge,47,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8794,1.0411,0.815,0.7828,0.7126,0.7986,0.6647,0.2172,kansas_city_blueridge,41,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9087,0.9901,0.8863,0.8952,0.8123,0.8907,0.803,0.1048,kansas_city_blueridge,52,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8017,1.6171,0.7806,0.4827,0.4746,0.5965,0.425,0.5173,kansas_city_bannister_rd,37,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6651,1.5967,0.8515,0.5333,0.3616,0.6558,0.4879,0.4667,kansas_city_bannister_rd,49,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6641,1.5951,0.8819,0.5529,0.3635,0.6796,0.5147,0.4471,kansas_city_bannister_rd,53,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6647,1.6009,0.8734,0.5455,0.3645,0.6716,0.5055,0.4545,kansas_city_bannister_rd,51,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7411,1.652,0.8218,0.4974,0.4409,0.6197,0.449,0.5026,kansas_city_bannister_rd,42,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8459,1.2587,0.6801,0.5404,0.5082,0.6022,0.4309,0.4596,kansas_city_bannister_rd,35,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6667,1.5502,0.8763,0.5653,0.3642,0.6872,0.5235,0.4347,kansas_city_bannister_rd,55,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8097,1.634,0.7759,0.4748,0.4745,0.5891,0.4176,0.5252,kansas_city_bannister_rd,36,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6716,1.6761,0.8481,0.506,0.3689,0.6338,0.464,0.494,kansas_city_bannister_rd,46,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6873,1.6573,0.833,0.5027,0.3849,0.627,0.4566,0.4973,kansas_city_bannister_rd,45,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7936,1.5139,0.8047,0.5315,0.5038,0.6402,0.4708,0.4685,kansas_city_bannister_rd,40,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6627,1.6139,0.859,0.5323,0.3595,0.6573,0.4895,0.4677,kansas_city_bannister_rd,50,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8746,1.2885,0.6662,0.517,0.5098,0.5822,0.4106,0.483,kansas_city_bannister_rd,31,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6675,1.6103,0.8489,0.5272,0.3648,0.6504,0.482,0.4728,kansas_city_bannister_rd,48,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8008,1.5239,0.7996,0.5247,0.5048,0.6336,0.4638,0.4753,kansas_city_bannister_rd,39,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8966,1.3626,0.6832,0.5014,0.521,0.5784,0.4068,0.4986,kansas_city_bannister_rd,28,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7314,1.6372,0.8266,0.5049,0.4356,0.6269,0.4565,0.4951,kansas_city_bannister_rd,43,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6645,1.5627,0.8747,0.5598,0.3613,0.6827,0.5182,0.4402,kansas_city_bannister_rd,54,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7039,1.684,0.8363,0.4966,0.4043,0.6231,0.4526,0.5034,kansas_city_bannister_rd,44,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8707,1.2267,0.6592,0.5374,0.5162,0.5921,0.4206,0.4626,kansas_city_bannister_rd,32,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8806,1.3148,0.6656,0.5062,0.5071,0.5751,0.4036,0.4938,kansas_city_bannister_rd,30,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8669,1.2037,0.6632,0.551,0.5228,0.6019,0.4305,0.449,kansas_city_bannister_rd,33,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8511,1.2339,0.659,0.5341,0.5002,0.59,0.4184,0.4659,kansas_city_bannister_rd,34,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8889,1.3333,0.672,0.504,0.5135,0.576,0.4045,0.496,kansas_city_bannister_rd,29,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8031,1.5371,0.7952,0.5173,0.5012,0.6269,0.4565,0.4827,kansas_city_bannister_rd,38,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6671,1.6525,0.8489,0.5137,0.3635,0.6401,0.4707,0.4863,kansas_city_bannister_rd,47,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7794,1.5426,0.8148,0.5282,0.4919,0.6409,0.4715,0.4718,kansas_city_bannister_rd,41,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6635,1.6128,0.8842,0.5482,0.3639,0.6768,0.5115,0.4518,kansas_city_bannister_rd,52,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9736,1.6017,0.6821,0.4258,0.5115,0.5243,0.3553,0.5742,fort_street_omaha_nb,27,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.972,4.1601,0.6675,0.1605,0.2499,0.2587,0.1486,0.8395,fort_street_omaha_nb,25,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9778,4.7771,0.5927,0.1241,0.1988,0.2052,0.1143,0.8759,fort_street_omaha_nb,19,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9665,0.7385,0.6243,0.8454,0.7008,0.7182,0.5604,0.1546,fort_street_omaha_nb,32,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9741,4.4888,0.6354,0.1415,0.2237,0.2315,0.1309,0.8585,fort_street_omaha_nb,23,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9784,5.0096,0.5788,0.1155,0.1866,0.1926,0.1066,0.8845,fort_street_omaha_nb,18,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9712,3.0018,0.6678,0.2225,0.3228,0.3338,0.2003,0.7775,fort_street_omaha_nb,26,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9703,0.9637,0.6318,0.6556,0.628,0.6435,0.4743,0.3444,fort_street_omaha_nb,29,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9688,0.8482,0.6249,0.7368,0.66,0.6763,0.5109,0.2632,fort_street_omaha_nb,30,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9728,4.4736,0.6523,0.1458,0.2301,0.2383,0.1353,0.8542,fort_street_omaha_nb,24,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9676,0.7858,0.6256,0.7962,0.6838,0.7006,0.5392,0.2038,fort_street_omaha_nb,31,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9771,4.6744,0.6017,0.1287,0.2054,0.2121,0.1186,0.8713,fort_street_omaha_nb,20,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9762,4.5917,0.6032,0.1314,0.2087,0.2157,0.1209,0.8686,fort_street_omaha_nb,21,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9725,1.1756,0.6595,0.561,0.5922,0.6063,0.435,0.439,fort_street_omaha_nb,28,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9752,4.5185,0.6158,0.1363,0.2158,0.2232,0.1256,0.8637,fort_street_omaha_nb,22,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.5641,1.5341,0.8528,0.5559,0.0994,0.673,0.5072,0.4441,boise_id,12,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.7255,1.1498,0.8835,0.7684,0.2353,0.8219,0.6977,0.2316,boise_id,15,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.4366,2.1196,0.8114,0.3828,0.0177,0.5202,0.3516,0.6172,boise_id,10,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.3403,3.4013,0.7377,0.2169,-0.0204,0.3352,0.2014,0.7831,boise_id,7,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.2986,4.6449,0.6737,0.145,-0.0409,0.2387,0.1355,0.855,boise_id,6,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.2842,6.0303,0.6229,0.1033,-0.0445,0.1772,0.0972,0.8967,boise_id,3,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.4054,2.3832,0.796,0.334,0.0055,0.4706,0.3077,0.666,boise_id,9,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.5876,1.4662,0.8612,0.5873,0.1149,0.6984,0.5365,0.4127,boise_id,13,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.6684,1.2554,0.8735,0.6958,0.177,0.7746,0.6321,0.3042,boise_id,14,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.279,7.1826,0.5927,0.0825,-0.044,0.1449,0.0781,0.9175,boise_id,2,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.3948,2.5877,0.7908,0.3056,0.01,0.4408,0.2827,0.6944,boise_id,8,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.4979,1.7771,0.8318,0.468,0.0519,0.599,0.4276,0.532,boise_id,11,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.2859,5.3914,0.6455,0.1197,-0.0448,0.202,0.1123,0.8803,boise_id,5,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.2842,5.8432,0.6275,0.1074,-0.0453,0.1834,0.101,0.8926,boise_id,4,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.3014,9.9183,0.5859,0.0591,-0.0263,0.1073,0.0567,0.9409,boise_id,1,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8738,1.3608,0.7848,0.5767,0.5894,0.6649,0.498,0.4233,kansas_city_103rdSt,94,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8647,1.3976,0.7931,0.5675,0.58,0.6616,0.4943,0.4325,kansas_city_103rdSt,95,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8503,1.3608,0.7981,0.5865,0.5817,0.6761,0.5107,0.4135,kansas_city_103rdSt,97,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8888,1.416,0.7875,0.5562,0.5881,0.6519,0.4836,0.4438,kansas_city_103rdSt,92,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8974,2.699,0.8294,0.3073,0.4048,0.4485,0.289,0.6927,kansas_city_103rdSt,88,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8817,1.3629,0.7816,0.5735,0.5919,0.6615,0.4942,0.4265,kansas_city_103rdSt,93,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8553,1.2228,0.8157,0.667,0.6359,0.7339,0.5797,0.333,kansas_city_103rdSt,100,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8996,1.8358,0.8547,0.4656,0.551,0.6028,0.4314,0.5344,kansas_city_103rdSt,90,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9044,1.9389,0.8493,0.4381,0.5303,0.578,0.4065,0.5619,kansas_city_103rdSt,89,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8567,1.1979,0.8198,0.6844,0.6473,0.746,0.5949,0.3156,kansas_city_103rdSt,101,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8565,1.4013,0.7998,0.5708,0.578,0.6661,0.4994,0.4292,kansas_city_103rdSt,96,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8563,1.2406,0.7931,0.6393,0.6141,0.7079,0.5479,0.3607,kansas_city_103rdSt,98,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9044,3.0248,0.8388,0.2773,0.3788,0.4168,0.2633,0.7227,kansas_city_103rdSt,87,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9085,3.2913,0.8252,0.2507,0.3501,0.3846,0.2381,0.7493,kansas_city_103rdSt,86,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8925,1.6062,0.8078,0.5029,0.5612,0.6199,0.4491,0.4971,kansas_city_103rdSt,91,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8545,1.216,0.8037,0.6609,0.6276,0.7253,0.569,0.3391,kansas_city_103rdSt,99,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9225,1.4209,0.7829,0.551,0.6048,0.6468,0.478,0.449,bandera_tx,15,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9042,1.1509,0.9518,0.827,0.8037,0.885,0.7937,0.173,bandera_tx,37,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.9119,1.5062,0.8265,0.5487,0.6113,0.6595,0.492,0.4513,bandera_tx,17,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
0.8615,1.7486,0.8854,0.5063,0.5661,0.6442,0.4752,0.4937,bandera_tx,23,all,"lr_0:1.98,1:0.99,5:0.89,6:0.93, bias:-1.99"
