proportion_correct,bias,recall,precision,kappa,f1,csi,far,site,stage,dem_type,strategy
0.9085,0.5038,0.4059,0.8056,0.495,0.5398,0.3696,0.1944,kansas_city_103rdSt,92,all,majority_>= 6
0.8922,0.2354,0.2099,0.8919,0.3048,0.3399,0.2047,0.1081,kansas_city_103rdSt,92,all,majority_>= 7
0.9046,1.1972,0.7379,0.6164,0.6164,0.6717,0.5057,0.3836,kansas_city_103rdSt,92,all,f-weighted
0.9132,0.7964,0.57,0.7157,0.586,0.6346,0.4647,0.2843,kansas_city_103rdSt,92,all,edge-weighted
0.9327,1.5107,0.9965,0.6596,0.7555,0.7938,0.6581,0.3404,kansas_city_103rdSt,92,usgs,single
0.8661,4.7282,0.932,0.1971,0.2845,0.3254,0.1943,0.8029,kansas_city_103rdSt,86,fabdem,single
0.9022,3.3214,0.6224,0.1874,0.2515,0.2881,0.1683,0.8126,kansas_city_103rdSt,86,aster,single
0.9199,2.6421,0.5158,0.1952,0.2498,0.2832,0.165,0.8048,kansas_city_103rdSt,86,aw3d30,single
0.9496,1.7398,0.5765,0.3314,0.3965,0.4209,0.2665,0.6686,kansas_city_103rdSt,86,copdem,single
0.9628,1.4609,0.6797,0.4652,0.5337,0.5524,0.3816,0.5348,kansas_city_103rdSt,86,gedtm,single
0.9258,2.4307,0.5792,0.2383,0.3055,0.3377,0.2031,0.7617,kansas_city_103rdSt,86,nasadem,single
0.9287,2.3119,0.5644,0.2441,0.3093,0.3408,0.2054,0.7559,kansas_city_103rdSt,86,srtm,single
0.8213,6.1359,0.9903,0.1614,0.2318,0.2776,0.1611,0.8386,kansas_city_103rdSt,86,all,majority_>= 1
0.8848,4.1311,0.9029,0.2186,0.3136,0.3519,0.2135,0.7814,kansas_city_103rdSt,86,all,majority_>= 2
0.9167,3.0728,0.835,0.2717,0.3775,0.41,0.2579,0.7283,kansas_city_103rdSt,86,all,majority_>= 3
0.9394,2.1068,0.6796,0.3226,0.4098,0.4375,0.28,0.6774,kansas_city_103rdSt,86,all,majority_>= 4
0.9576,1.3107,0.5437,0.4148,0.4489,0.4706,0.3077,0.5852,kansas_city_103rdSt,86,all,majority_>= 5
0.9638,0.7039,0.3301,0.469,0.3694,0.3875,0.2403,0.531,kansas_city_103rdSt,86,all,majority_>= 6
0.9675,0.2282,0.1456,0.6383,0.2272,0.2372,0.1345,0.3617,kansas_city_103rdSt,86,all,majority_>= 7
0.9303,2.6117,0.801,0.3067,0.4142,0.4435,0.285,0.6933,kansas_city_103rdSt,86,all,f-weighted
0.9504,1.6359,0.6019,0.368,0.4323,0.4567,0.2959,0.632,kansas_city_103rdSt,86,all,edge-weighted
0.9691,1.8569,0.9768,0.526,0.6691,0.6838,0.5195,0.474,kansas_city_103rdSt,86,usgs,single
0.8568,2.6921,0.917,0.3406,0.433,0.4967,0.3304,0.6594,kansas_city_103rdSt,89,fabdem,single
0.8899,1.902,0.6949,0.3653,0.4239,0.4789,0.3148,0.6347,kansas_city_103rdSt,89,aster,single
0.9064,1.4148,0.5583,0.3946,0.4128,0.4624,0.3007,0.6054,kansas_city_103rdSt,89,aw3d30,single
0.9285,1.0824,0.5501,0.5082,0.4897,0.5283,0.359,0.4918,kansas_city_103rdSt,89,copdem,single
0.9418,0.8232,0.5179,0.6291,0.5372,0.5681,0.3967,0.3709,kansas_city_103rdSt,89,gedtm,single
0.9118,1.5339,0.6493,0.4233,0.4664,0.5125,0.3445,0.5767,kansas_city_103rdSt,89,nasadem,single
0.9116,1.4955,0.629,0.4206,0.4577,0.5041,0.337,0.5794,kansas_city_103rdSt,89,srtm,single
0.8129,3.3581,0.9651,0.2874,0.3678,0.4429,0.2844,0.7126,kansas_city_103rdSt,89,all,majority_>= 1
0.8797,2.3865,0.9127,0.3824,0.4828,0.539,0.3689,0.6176,kansas_city_103rdSt,89,all,majority_>= 2
0.9145,1.7729,0.8319,0.4692,0.5563,0.6,0.4286,0.5308,kansas_city_103rdSt,89,all,majority_>= 3
0.9319,1.3166,0.7162,0.5439,0.5816,0.6183,0.4475,0.4561,kansas_city_103rdSt,89,all,majority_>= 4
0.9441,0.8996,0.5873,0.6529,0.5883,0.6184,0.4476,0.3471,kansas_city_103rdSt,89,all,majority_>= 5
0.9426,0.548,0.4017,0.7331,0.4913,0.519,0.3505,0.2669,kansas_city_103rdSt,89,all,majority_>= 6
0.9342,0.2205,0.1834,0.8317,0.2805,0.3005,0.1768,0.1683,kansas_city_103rdSt,89,all,majority_>= 7
0.9246,1.5633,0.7926,0.507,0.5788,0.6184,0.4476,0.493,kansas_city_103rdSt,89,all,f-weighted
0.9403,0.9934,0.6092,0.6132,0.5788,0.6112,0.4401,0.3868,kansas_city_103rdSt,89,all,edge-weighted
0.9454,1.6956,0.9896,0.5836,0.706,0.7342,0.58,0.4164,kansas_city_103rdSt,89,usgs,single
0.8451,0.6227,0.6132,0.9848,0.6511,0.7558,0.6074,0.0152,meskwaki_ia,18,fabdem,single
0.792,1.1315,0.7971,0.7045,0.572,0.748,0.5974,0.2955,meskwaki_ia,18,aster,single
0.7386,1.012,0.6671,0.6591,0.4496,0.6631,0.496,0.3409,meskwaki_ia,18,aw3d30,single
0.8245,1.1586,0.8527,0.736,0.6408,0.7901,0.653,0.264,meskwaki_ia,18,copdem,single
0.6899,0.2158,0.2081,0.9643,0.2373,0.3423,0.2065,0.0357,meskwaki_ia,18,gedtm,single
0.7652,1.1456,0.7683,0.6707,0.5175,0.7162,0.5578,0.3293,meskwaki_ia,18,nasadem,single
0.9642,1.0598,0.9836,0.9282,0.9253,0.9551,0.914,0.0718,meskwaki_ia,18,srtm,single
0.8349,1.4218,0.9997,0.7032,0.6777,0.8256,0.703,0.2968,meskwaki_ia,18,all,majority_>= 1
0.8551,1.3414,0.9853,0.7345,0.7132,0.8416,0.7266,0.2655,meskwaki_ia,18,all,majority_>= 2
0.8534,1.2378,0.9313,0.7524,0.7046,0.8324,0.7129,0.2476,meskwaki_ia,18,all,majority_>= 3
0.8519,1.0986,0.8599,0.7827,0.6944,0.8195,0.6942,0.2173,meskwaki_ia,18,all,majority_>= 4
0.8717,0.7912,0.7315,0.9245,0.7201,0.8167,0.6902,0.0755,meskwaki_ia,18,all,majority_>= 5
0.7316,0.3203,0.3168,0.9891,0.3581,0.4799,0.3157,0.0109,meskwaki_ia,18,all,majority_>= 6
0.6371,0.0725,0.0721,0.994,0.0861,0.1344,0.072,0.006,meskwaki_ia,18,all,majority_>= 7
0.9503,1.0027,0.9378,0.9353,0.8957,0.9365,0.8807,0.0647,meskwaki_ia,18,all,f-weighted
0.7447,0.363,0.355,0.9778,0.3949,0.5209,0.3521,0.0222,meskwaki_ia,18,all,edge-weighted
0.9325,1.1737,0.9999,0.8519,0.8623,0.92,0.8519,0.1481,meskwaki_ia,18,usgs,single
0.856,0.6027,0.3762,0.6243,0.3921,0.4695,0.3068,0.3757,meskwaki_ia,12,fabdem,single
0.7089,1.7597,0.5115,0.2907,0.1997,0.3707,0.2275,0.7093,meskwaki_ia,12,aster,single
0.7499,1.1754,0.3353,0.2853,0.1569,0.3083,0.1822,0.7147,meskwaki_ia,12,aw3d30,single
0.8323,0.4462,0.2227,0.4992,0.2282,0.308,0.182,0.5008,meskwaki_ia,12,copdem,single
0.8383,0.2378,0.1385,0.5823,0.1701,0.2237,0.126,0.4177,meskwaki_ia,12,gedtm,single
0.7288,1.5094,0.4387,0.2906,0.1871,0.3496,0.2119,0.7094,meskwaki_ia,12,nasadem,single
0.8352,1.9522,0.9844,0.5042,0.572,0.6669,0.5003,0.4958,meskwaki_ia,12,srtm,single
0.6958,2.7854,0.9946,0.3571,0.368,0.5255,0.3564,0.6429,meskwaki_ia,12,all,majority_>= 1
0.7417,2.1732,0.8238,0.3791,0.374,0.5192,0.3506,0.6209,meskwaki_ia,12,all,majority_>= 2
0.7735,1.4557,0.559,0.384,0.3185,0.4553,0.2947,0.616,meskwaki_ia,12,all,majority_>= 3
0.8251,0.7749,0.371,0.4788,0.3171,0.4181,0.2643,0.5212,meskwaki_ia,12,all,majority_>= 4
0.8393,0.3154,0.1831,0.5805,0.2146,0.2784,0.1617,0.4195,meskwaki_ia,12,all,majority_>= 5
0.8371,0.0561,0.0471,0.8396,0.0725,0.0891,0.0467,0.1604,meskwaki_ia,12,all,majority_>= 6
0.8327,0.014,0.0129,0.9222,0.0209,0.0255,0.0129,0.0778,meskwaki_ia,12,all,majority_>= 7
0.8583,0.8272,0.4953,0.5987,0.4592,0.5421,0.3718,0.4013,meskwaki_ia,12,all,f-weighted
0.839,0.1328,0.0911,0.6861,0.1262,0.1609,0.0875,0.3139,meskwaki_ia,12,all,edge-weighted
0.8021,2.1808,0.9998,0.4584,0.5179,0.6286,0.4584,0.5416,meskwaki_ia,12,usgs,single
0.8164,0.5121,0.4989,0.9742,0.5514,0.6599,0.4924,0.0258,meskwaki_ia,16,fabdem,single
0.7549,1.1344,0.7213,0.6359,0.4801,0.6759,0.5105,0.3641,meskwaki_ia,16,aster,single
0.7175,0.9746,0.5863,0.6015,0.3773,0.5938,0.4223,0.3985,meskwaki_ia,16,aw3d30,single
0.7808,1.1032,0.7423,0.6729,0.5319,0.7059,0.5454,0.3271,meskwaki_ia,16,copdem,single
0.7027,0.1819,0.1712,0.9411,0.2028,0.2897,0.1694,0.0589,meskwaki_ia,16,gedtm,single
0.7321,1.1321,0.6858,0.6058,0.4301,0.6433,0.4742,0.3942,meskwaki_ia,16,nasadem,single
0.9545,1.0817,0.9766,0.9029,0.9023,0.9383,0.8838,0.0971,meskwaki_ia,16,srtm,single
0.8124,1.5251,0.9998,0.6555,0.634,0.7919,0.6554,0.3445,meskwaki_ia,16,all,majority_>= 1
0.834,1.3967,0.966,0.6916,0.6678,0.8061,0.6751,0.3084,meskwaki_ia,16,all,majority_>= 2
0.8184,1.2274,0.8594,0.7001,0.6234,0.7716,0.6281,0.2999,meskwaki_ia,16,all,majority_>= 3
0.8153,1.0251,0.7539,0.7354,0.6,0.7446,0.5931,0.2646,meskwaki_ia,16,all,majority_>= 4
0.8307,0.6782,0.6021,0.8877,0.6029,0.7175,0.5594,0.1123,meskwaki_ia,16,all,majority_>= 5
0.7019,0.1707,0.1679,0.9837,0.204,0.2869,0.1674,0.0163,meskwaki_ia,16,all,majority_>= 6
0.657,0.0398,0.0396,0.994,0.0502,0.0761,0.0396,0.006,meskwaki_ia,16,all,majority_>= 7
0.9268,0.9658,0.8804,0.9116,0.8393,0.8957,0.8111,0.0884,meskwaki_ia,16,all,f-weighted
0.7148,0.2164,0.2089,0.965,0.2478,0.3434,0.2073,0.035,meskwaki_ia,16,all,edge-weighted
0.9259,1.2092,0.9998,0.8269,0.8452,0.9051,0.8267,0.1731,meskwaki_ia,16,usgs,single
0.8264,0.5582,0.547,0.9799,0.593,0.7021,0.5409,0.0201,meskwaki_ia,17,fabdem,single
0.7708,1.149,0.765,0.6658,0.5231,0.712,0.5527,0.3342,meskwaki_ia,17,aster,single
0.729,0.9931,0.6288,0.6331,0.4168,0.631,0.4609,0.3669,meskwaki_ia,17,aw3d30,single
0.8022,1.1612,0.8136,0.7006,0.5895,0.7529,0.6037,0.2994,meskwaki_ia,17,copdem,single
0.6982,0.2033,0.1943,0.9557,0.2261,0.323,0.1926,0.0443,meskwaki_ia,17,gedtm,single
0.741,1.1468,0.722,0.6296,0.4601,0.6726,0.5068,0.3704,meskwaki_ia,17,nasadem,single
0.9576,1.0712,0.9784,0.9134,0.9105,0.9448,0.8953,0.0866,meskwaki_ia,17,srtm,single
0.8215,1.4767,0.9996,0.6769,0.6521,0.8072,0.6767,0.3231,meskwaki_ia,17,all,majority_>= 1
0.8408,1.382,0.9781,0.7077,0.6843,0.8212,0.6967,0.2923,meskwaki_ia,17,all,majority_>= 2
0.8372,1.2453,0.9049,0.7267,0.6686,0.8061,0.6751,0.2733,meskwaki_ia,17,all,majority_>= 3
0.8314,1.079,0.8141,0.7545,0.6456,0.7832,0.6436,0.2455,meskwaki_ia,17,all,majority_>= 4
0.8499,0.746,0.6723,0.9012,0.6621,0.7701,0.6261,0.0988,meskwaki_ia,17,all,majority_>= 5
0.7105,0.233,0.2294,0.9845,0.2688,0.3721,0.2286,0.0155,meskwaki_ia,17,all,majority_>= 6
0.6469,0.0565,0.0561,0.9919,0.0689,0.1062,0.0561,0.0081,meskwaki_ia,17,all,majority_>= 7
0.9378,0.9949,0.9142,0.919,0.867,0.9166,0.846,0.081,meskwaki_ia,17,all,f-weighted
0.7236,0.2773,0.269,0.9702,0.3091,0.4213,0.2668,0.0298,meskwaki_ia,17,all,edge-weighted
0.9283,1.1931,0.9999,0.8381,0.8523,0.9119,0.838,0.1619,meskwaki_ia,17,usgs,single
0.8106,0.4345,0.3851,0.8862,0.4402,0.5369,0.3669,0.1138,meskwaki_ia,13,fabdem,single
0.728,1.1542,0.5963,0.5166,0.3594,0.5536,0.3827,0.4834,meskwaki_ia,13,aster,single
0.718,0.8905,0.4431,0.4976,0.2776,0.4687,0.3061,0.5024,meskwaki_ia,13,aw3d30,single
0.7598,0.5254,0.3382,0.6438,0.3088,0.4434,0.2849,0.3562,meskwaki_ia,13,copdem,single
0.747,0.158,0.1309,0.8285,0.1614,0.226,0.1274,0.1715,meskwaki_ia,13,gedtm,single
0.7243,1.0307,0.5244,0.5088,0.3237,0.5165,0.3482,0.4912,meskwaki_ia,13,nasadem,single
0.9339,1.1975,0.982,0.82,0.8463,0.8937,0.8079,0.18,meskwaki_ia,13,srtm,single
0.7885,1.7366,0.9973,0.5743,0.5751,0.7288,0.5734,0.4257,meskwaki_ia,13,all,majority_>= 1
0.8113,1.4367,0.8873,0.6176,0.5907,0.7283,0.5727,0.3824,meskwaki_ia,13,all,majority_>= 2
0.7983,1.0487,0.6705,0.6394,0.5122,0.6546,0.4865,0.3606,meskwaki_ia,13,all,majority_>= 3
0.8007,0.6943,0.4975,0.7166,0.4615,0.5873,0.4157,0.2834,meskwaki_ia,13,all,majority_>= 4
0.7807,0.3534,0.292,0.8265,0.3322,0.4316,0.2752,0.1735,meskwaki_ia,13,all,majority_>= 5
0.7274,0.0506,0.0472,0.932,0.0641,0.0898,0.047,0.068,meskwaki_ia,13,all,majority_>= 6
0.7182,0.0128,0.0121,0.9455,0.0169,0.024,0.0121,0.0545,meskwaki_ia,13,all,majority_>= 7
0.8619,0.7199,0.6177,0.858,0.6299,0.7183,0.5604,0.142,meskwaki_ia,13,all,f-weighted
0.7381,0.1093,0.0953,0.8717,0.1225,0.1718,0.094,0.1283,meskwaki_ia,13,all,edge-weighted
0.8995,1.3587,0.9998,0.7359,0.7753,0.8478,0.7358,0.2641,meskwaki_ia,13,usgs,single
0.8089,0.4737,0.4577,0.966,0.5142,0.6211,0.4504,0.034,meskwaki_ia,15,fabdem,single
0.7457,1.1067,0.679,0.6135,0.4474,0.6446,0.4756,0.3865,meskwaki_ia,15,aster,single
0.7182,0.9316,0.5484,0.5887,0.3592,0.5679,0.3965,0.4113,meskwaki_ia,15,aw3d30,single
0.7561,1.0287,0.6553,0.637,0.46,0.646,0.4771,0.363,meskwaki_ia,15,copdem,single
0.7075,0.1653,0.1524,0.9217,0.1827,0.2615,0.1504,0.0783,meskwaki_ia,15,gedtm,single
0.7154,1.0903,0.6237,0.572,0.3775,0.5967,0.4252,0.428,meskwaki_ia,15,nasadem,single
0.954,1.0861,0.9753,0.898,0.8995,0.935,0.878,0.102,meskwaki_ia,15,srtm,single
0.81,1.5547,0.9997,0.643,0.6275,0.7826,0.6429,0.357,meskwaki_ia,15,all,majority_>= 1
0.825,1.4057,0.9472,0.6738,0.6458,0.7874,0.6494,0.3262,meskwaki_ia,15,all,majority_>= 2
0.8022,1.1863,0.8041,0.6778,0.5793,0.7355,0.5817,0.3222,meskwaki_ia,15,all,majority_>= 3
0.804,0.9421,0.6846,0.7267,0.5584,0.705,0.5444,0.2733,meskwaki_ia,15,all,majority_>= 4
0.811,0.5946,0.5211,0.8764,0.5349,0.6536,0.4854,0.1236,meskwaki_ia,15,all,majority_>= 5
0.6964,0.1174,0.115,0.9798,0.1444,0.2059,0.1148,0.0202,meskwaki_ia,15,all,majority_>= 6
0.6669,0.0268,0.0266,0.9922,0.0346,0.0519,0.0266,0.0078,meskwaki_ia,15,all,majority_>= 7
0.9154,0.9271,0.8399,0.9059,0.8087,0.8717,0.7725,0.0941,meskwaki_ia,15,all,f-weighted
0.7099,0.1656,0.1589,0.9595,0.1943,0.2726,0.1578,0.0405,meskwaki_ia,15,all,edge-weighted
0.9271,1.2143,0.9996,0.8232,0.8454,0.9029,0.823,0.1768,meskwaki_ia,15,usgs,single
0.809,0.4546,0.4326,0.9515,0.4918,0.5947,0.4232,0.0485,meskwaki_ia,14,fabdem,single
0.739,1.0883,0.6384,0.5866,0.4154,0.6114,0.4403,0.4134,meskwaki_ia,14,aster,single
0.7199,0.8742,0.4997,0.5716,0.3344,0.5332,0.3635,0.4284,meskwaki_ia,14,aw3d30,single
0.7342,0.878,0.5258,0.5989,0.3707,0.5599,0.3888,0.4011,meskwaki_ia,14,copdem,single
0.7179,0.157,0.1404,0.8943,0.1702,0.2427,0.1381,0.1057,meskwaki_ia,14,gedtm,single
0.7059,1.0727,0.577,0.5379,0.3371,0.5568,0.3858,0.4621,meskwaki_ia,14,nasadem,single
0.9532,1.1057,0.9802,0.8865,0.8957,0.931,0.8708,0.1135,meskwaki_ia,14,srtm,single
0.8049,1.598,0.998,0.6245,0.6147,0.7683,0.6238,0.3755,meskwaki_ia,14,all,majority_>= 1
0.8132,1.4291,0.9263,0.6482,0.6164,0.7627,0.6164,0.3518,meskwaki_ia,14,all,majority_>= 2
0.7961,1.1284,0.7496,0.6643,0.5496,0.7044,0.5437,0.3357,meskwaki_ia,14,all,majority_>= 3
0.7967,0.837,0.6048,0.7226,0.5154,0.6585,0.4909,0.2774,meskwaki_ia,14,all,majority_>= 4
0.7935,0.4924,0.4276,0.8684,0.4569,0.573,0.4016,0.1316,meskwaki_ia,14,all,majority_>= 5
0.7001,0.0798,0.0773,0.9681,0.1,0.1432,0.0771,0.0319,meskwaki_ia,14,all,majority_>= 6
0.6814,0.0174,0.0171,0.9848,0.0228,0.0337,0.0171,0.0152,meskwaki_ia,14,all,majority_>= 7
0.8977,0.8518,0.7681,0.9018,0.7572,0.8296,0.7088,0.0982,meskwaki_ia,14,all,f-weighted
0.7149,0.135,0.1276,0.9453,0.1601,0.2248,0.1267,0.0547,meskwaki_ia,14,all,edge-weighted
0.9244,1.2352,0.9998,0.8094,0.8367,0.8946,0.8093,0.1906,meskwaki_ia,14,usgs,single
0.8888,0.7407,0.33,0.4455,0.3195,0.3791,0.2339,0.5545,meskwaki_ia,11,fabdem,single
0.7152,2.7183,0.47,0.1729,0.121,0.2528,0.1447,0.8271,meskwaki_ia,11,aster,single
0.7783,1.745,0.2844,0.163,0.0892,0.2072,0.1156,0.837,meskwaki_ia,11,aw3d30,single
0.896,0.4115,0.1984,0.4823,0.2355,0.2812,0.1636,0.5177,meskwaki_ia,11,copdem,single
0.8912,0.3698,0.1562,0.4224,0.1827,0.2281,0.1287,0.5776,meskwaki_ia,11,gedtm,single
0.7703,2.0084,0.377,0.1877,0.1327,0.2506,0.1433,0.8123,meskwaki_ia,11,nasadem,single
0.7808,3.1074,0.9846,0.3168,0.3838,0.4794,0.3153,0.6832,meskwaki_ia,11,srtm,single
0.6454,4.4345,0.9946,0.2243,0.238,0.366,0.224,0.7757,meskwaki_ia,11,all,majority_>= 1
0.7215,3.1994,0.7468,0.2334,0.2358,0.3557,0.2163,0.7666,meskwaki_ia,11,all,majority_>= 2
0.796,1.961,0.4896,0.2496,0.225,0.3307,0.1981,0.7504,meskwaki_ia,11,all,majority_>= 3
0.8572,1.026,0.3193,0.3112,0.2355,0.3152,0.1871,0.6888,meskwaki_ia,11,all,majority_>= 4
0.8963,0.2935,0.1429,0.4868,0.1827,0.2209,0.1242,0.5132,meskwaki_ia,11,all,majority_>= 5
0.9026,0.0794,0.0664,0.8362,0.1095,0.123,0.0655,0.1638,meskwaki_ia,11,all,majority_>= 6
0.8988,0.0198,0.0183,0.9231,0.0319,0.0358,0.0182,0.0769,meskwaki_ia,11,all,majority_>= 7
0.8813,0.9209,0.3838,0.4167,0.3338,0.3996,0.2497,0.5833,meskwaki_ia,11,all,f-weighted
0.902,0.1592,0.1033,0.649,0.1543,0.1782,0.0978,0.351,meskwaki_ia,11,all,edge-weighted
0.7522,3.3598,0.9997,0.2975,0.3541,0.4586,0.2975,0.7025,meskwaki_ia,11,usgs,single
0.7383,1.2783,0.8688,0.6796,0.4805,0.7627,0.6164,0.3204,creswell_or,7,fabdem,single
0.6229,0.8471,0.5315,0.6274,0.2405,0.5755,0.404,0.3726,creswell_or,7,aster,single
0.6808,1.2118,0.7724,0.6374,0.366,0.6984,0.5366,0.3626,creswell_or,7,aw3d30,single
0.6945,1.3204,0.8426,0.6381,0.3952,0.7262,0.5701,0.3619,creswell_or,7,copdem,single
0.5868,0.155,0.1456,0.9392,0.142,0.2522,0.1443,0.0608,creswell_or,7,gedtm,single
0.703,1.1918,0.7849,0.6586,0.4096,0.7162,0.5579,0.3414,creswell_or,7,nasadem,single
0.7051,1.2555,0.819,0.6523,0.4155,0.7262,0.5701,0.3477,creswell_or,7,srtm,single
0.7258,1.4885,0.961,0.6456,0.4592,0.7724,0.6292,0.3544,creswell_or,7,all,majority_>= 1
0.7201,1.3765,0.8991,0.6532,0.4461,0.7567,0.6086,0.3468,creswell_or,7,all,majority_>= 2
0.7163,1.287,0.8504,0.6608,0.437,0.7437,0.592,0.3392,creswell_or,7,all,majority_>= 3
0.7077,1.1887,0.7925,0.6667,0.4183,0.7241,0.5676,0.3333,creswell_or,7,all,majority_>= 4
0.6922,1.0417,0.7029,0.6748,0.3846,0.6886,0.525,0.3252,creswell_or,7,all,majority_>= 5
0.6435,0.6066,0.4351,0.7172,0.2775,0.5416,0.3714,0.2828,creswell_or,7,all,majority_>= 6
0.5308,0.0345,0.0326,0.9433,0.0317,0.063,0.0325,0.0567,creswell_or,7,all,majority_>= 7
0.713,1.1992,0.8032,0.6698,0.429,0.7304,0.5753,0.3302,creswell_or,7,all,f-weighted
0.7001,0.9662,0.6734,0.6969,0.3991,0.6849,0.5208,0.3031,creswell_or,7,all,edge-weighted
0.8321,1.0131,0.8319,0.8211,0.6639,0.8265,0.7043,0.1789,creswell_or,7,usgs,single
0.5715,2.4629,0.7695,0.3124,0.1868,0.4444,0.2857,0.6876,creswell_or,3,fabdem,single
0.6035,1.7391,0.4725,0.2717,0.0895,0.345,0.2085,0.7283,creswell_or,3,aster,single
0.5445,2.3961,0.6623,0.2764,0.1156,0.39,0.2422,0.7236,creswell_or,3,aw3d30,single
0.5346,2.611,0.7526,0.2883,0.1429,0.4169,0.2633,0.7117,creswell_or,3,copdem,single
0.8104,0.2596,0.1986,0.765,0.2471,0.3153,0.1872,0.235,creswell_or,3,gedtm,single
0.5754,2.3149,0.6888,0.2976,0.1578,0.4156,0.2623,0.7024,creswell_or,3,nasadem,single
0.5579,2.4486,0.7157,0.2923,0.1507,0.415,0.2619,0.7077,creswell_or,3,srtm,single
0.4813,3.1394,0.9052,0.2883,0.1503,0.4373,0.2799,0.7117,creswell_or,3,all,majority_>= 1
0.5073,2.8173,0.8024,0.2848,0.1366,0.4204,0.2662,0.7152,creswell_or,3,all,majority_>= 2
0.539,2.5422,0.7361,0.2896,0.141,0.4156,0.2623,0.7104,creswell_or,3,all,majority_>= 3
0.5654,2.2778,0.6633,0.2912,0.1379,0.4047,0.2537,0.7088,creswell_or,3,all,majority_>= 4
0.605,1.9053,0.5659,0.297,0.1376,0.3895,0.2419,0.703,creswell_or,3,all,majority_>= 5
0.7086,0.9678,0.3297,0.3407,0.1486,0.3351,0.2013,0.6593,creswell_or,3,all,majority_>= 6
0.7817,0.0388,0.0294,0.7562,0.0405,0.0565,0.0291,0.2438,creswell_or,3,all,majority_>= 7
0.5736,2.2736,0.6796,0.2989,0.1533,0.4152,0.262,0.7011,creswell_or,3,all,f-weighted
0.6375,1.6935,0.533,0.3147,0.1607,0.3957,0.2467,0.6853,creswell_or,3,all,edge-weighted
0.7126,1.9367,0.8177,0.4222,0.3747,0.5569,0.3859,0.5778,creswell_or,3,usgs,single
0.6476,1.6712,0.8413,0.5034,0.332,0.6299,0.4598,0.4966,creswell_or,5,fabdem,single
0.6168,1.1193,0.519,0.4637,0.1846,0.4898,0.3243,0.5363,creswell_or,5,aster,single
0.5952,1.6099,0.7299,0.4534,0.2211,0.5593,0.3883,0.5466,creswell_or,5,aw3d30,single
0.6018,1.7312,0.8037,0.4642,0.253,0.5885,0.417,0.5358,creswell_or,5,copdem,single
0.699,0.1896,0.1668,0.8796,0.1896,0.2804,0.1631,0.1204,creswell_or,5,gedtm,single
0.6293,1.5514,0.7494,0.4831,0.2783,0.5875,0.4159,0.5169,creswell_or,5,nasadem,single
0.6209,1.6304,0.777,0.4766,0.2736,0.5908,0.4192,0.5234,creswell_or,5,srtm,single
0.6032,1.9946,0.9407,0.4716,0.2922,0.6283,0.458,0.5284,creswell_or,5,all,majority_>= 1
0.6094,1.8222,0.8632,0.4737,0.2806,0.6117,0.4406,0.5263,creswell_or,5,all,majority_>= 2
0.6174,1.6926,0.8096,0.4783,0.2776,0.6014,0.43,0.5217,creswell_or,5,all,majority_>= 3
0.6219,1.5555,0.7474,0.4805,0.2668,0.585,0.4134,0.5195,creswell_or,5,all,majority_>= 4
0.63,1.3424,0.6522,0.4859,0.2507,0.5569,0.3859,0.5141,creswell_or,5,all,majority_>= 5
0.6724,0.739,0.4099,0.5547,0.2417,0.4715,0.3084,0.4453,creswell_or,5,all,majority_>= 6
0.6526,0.0368,0.0311,0.8451,0.0356,0.06,0.0309,0.1549,creswell_or,5,all,majority_>= 7
0.6269,1.5607,0.7571,0.4851,0.2773,0.5913,0.4198,0.5149,creswell_or,5,all,f-weighted
0.6546,1.229,0.63,0.5126,0.2837,0.5653,0.394,0.4874,creswell_or,5,all,edge-weighted
0.7766,1.3036,0.8356,0.641,0.5426,0.7255,0.5692,0.359,creswell_or,5,usgs,single
0.6101,1.9298,0.8117,0.4206,0.2652,0.5541,0.3832,0.5794,creswell_or,4,fabdem,single
0.6079,1.3184,0.4976,0.3774,0.1392,0.4292,0.2733,0.6226,creswell_or,4,aster,single
0.5705,1.8681,0.7052,0.3775,0.1752,0.4918,0.3261,0.6225,creswell_or,4,aw3d30,single
0.57,2.0237,0.7861,0.3884,0.2045,0.52,0.3513,0.6116,creswell_or,4,copdem,single
0.7477,0.2123,0.1781,0.8387,0.2125,0.2938,0.1722,0.1613,creswell_or,4,gedtm,single
0.6071,1.786,0.7262,0.4066,0.2308,0.5213,0.3526,0.5934,creswell_or,4,nasadem,single
0.5888,1.9008,0.7525,0.3959,0.2163,0.5189,0.3503,0.6041,creswell_or,4,srtm,single
0.5507,2.3639,0.9294,0.3931,0.2292,0.5526,0.3817,0.6069,creswell_or,4,all,majority_>= 1
0.5656,2.1402,0.8425,0.3936,0.2187,0.5366,0.3666,0.6064,creswell_or,4,all,majority_>= 2
0.5813,1.9727,0.785,0.3979,0.2186,0.5281,0.3588,0.6021,creswell_or,4,all,majority_>= 3
0.5966,1.7891,0.7188,0.4018,0.2148,0.5155,0.3472,0.5982,creswell_or,4,all,majority_>= 4
0.6162,1.5218,0.618,0.4061,0.203,0.4901,0.3246,0.5939,creswell_or,4,all,majority_>= 5
0.6835,0.814,0.3769,0.463,0.2017,0.4155,0.2622,0.537,creswell_or,4,all,majority_>= 6
0.7082,0.0372,0.0298,0.8014,0.0369,0.0575,0.0296,0.1986,creswell_or,4,all,majority_>= 7
